0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,gesture
0.41766121983528137,0.9814070463180542,0.45968639850616455,0.9691680669784546,0.5010599493980408,0.9290549755096436,0.5092079043388367,0.8919550776481628,0.48796945810317993,0.8693703413009644,0.472006231546402,0.8038679361343384,0.48504558205604553,0.7272830009460449,0.49442458152770996,0.6781980395317078,0.5021048784255981,0.6361792683601379,0.43055465817451477,0.7968701124191284,0.45374882221221924,0.8210145235061646,0.45805639028549194,0.8779892325401306,0.4540324807167053,0.905653715133667,0.39405542612075806,0.8152310252189636,0.4210057258605957,0.8515465259552002,0.42702898383140564,0.8967280387878418,0.42400217056274414,0.912712574005127,0.3623046875,0.8458650708198547,0.38992777466773987,0.8765373229980469,0.39977821707725525,0.9113551378250122,0.3995676636695862,0.9212994575500488,move
0.41122791171073914,0.9522719383239746,0.4565313756465912,0.9266223907470703,0.4944913983345032,0.8798782825469971,0.5026469230651855,0.8376290798187256,0.4842889606952667,0.8070325255393982,0.467705637216568,0.7555028200149536,0.48143020272254944,0.6784160137176514,0.48871707916259766,0.6254175305366516,0.4926503300666809,0.5793564319610596,0.4250938892364502,0.7482027411460876,0.45030152797698975,0.7621750235557556,0.45415765047073364,0.8255674242973328,0.4492098391056061,0.8565616607666016,0.38866499066352844,0.7642925977706909,0.420926958322525,0.7987575531005859,0.42670032382011414,0.8489000201225281,0.42314413189888,0.8666167855262756,0.35744649171829224,0.7947776913642883,0.3888452351093292,0.8273018598556519,0.40033644437789917,0.8635978102684021,0.40050196647644043,0.8718360066413879,move
0.40230095386505127,0.8678261637687683,0.45428743958473206,0.8105936646461487,0.4951222240924835,0.7478993535041809,0.5046563148498535,0.6851308345794678,0.47828763723373413,0.6410837769508362,0.4735986888408661,0.6488313674926758,0.48694783449172974,0.5895140767097473,0.49234557151794434,0.5489590167999268,0.49171847105026245,0.5087440609931946,0.43278056383132935,0.6373341083526611,0.45610755681991577,0.6161884069442749,0.4580019414424896,0.6893565654754639,0.4517403542995453,0.7005591988563538,0.3968570828437805,0.6423289775848389,0.4271557629108429,0.6507318615913391,0.43020913004875183,0.7136175036430359,0.42261824011802673,0.7171645164489746,0.3608591854572296,0.6584600210189819,0.39127346873283386,0.676841139793396,0.4010811150074005,0.719961404800415,0.39590761065483093,0.7218489050865173,move
0.41662418842315674,0.811752200126648,0.46291258931159973,0.7789259552955627,0.5052547454833984,0.7221080660820007,0.511035680770874,0.6603447794914246,0.48007360100746155,0.6219102144241333,0.4873591363430023,0.6020493507385254,0.4980548322200775,0.5210863351821899,0.5014041662216187,0.46580445766448975,0.49910053610801697,0.4154072403907776,0.4419683814048767,0.5948225855827332,0.4643366038799286,0.592875599861145,0.46302589774131775,0.6729263067245483,0.4548303484916687,0.6809659600257874,0.40447744727134705,0.607724666595459,0.4292631447315216,0.6308603286743164,0.43353334069252014,0.696631669998169,0.42617517709732056,0.6960881352424622,0.36837053298950195,0.630885660648346,0.3923274278640747,0.6563529968261719,0.4029002785682678,0.7016303539276123,0.39842134714126587,0.6994886994361877,move
0.4196538031101227,0.7910543084144592,0.4668460190296173,0.7630933523178101,0.5087890625,0.7096071839332581,0.5104692578315735,0.6518335342407227,0.47903138399124146,0.6126723289489746,0.48958802223205566,0.5874183177947998,0.49885478615760803,0.5043338537216187,0.5021029114723206,0.453113853931427,0.5008081197738647,0.40540510416030884,0.4447062015533447,0.5840929746627808,0.4667317569255829,0.5848637223243713,0.46537184715270996,0.6620672345161438,0.4553157389163971,0.6678198575973511,0.407441645860672,0.5983000993728638,0.42907077074050903,0.6144760251045227,0.4333353638648987,0.6807252168655396,0.4242289960384369,0.678877592086792,0.37167757749557495,0.6206190586090088,0.39464259147644043,0.6405379176139832,0.40452033281326294,0.6853060722351074,0.3967956602573395,0.6841077208518982,move
0.40688884258270264,0.7630068063735962,0.4570372700691223,0.7443212866783142,0.5017993450164795,0.6859630346298218,0.49858877062797546,0.6194575428962708,0.46792206168174744,0.5766001343727112,0.4870588481426239,0.5719841718673706,0.49940019845962524,0.48070651292800903,0.503178596496582,0.42883822321891785,0.5031731128692627,0.3809456527233124,0.44291236996650696,0.5684548616409302,0.4573664367198944,0.5613787770271301,0.45420822501182556,0.6388225555419922,0.4476930499076843,0.6411653757095337,0.40576454997062683,0.5798091292381287,0.41937878727912903,0.5832595825195312,0.4232875108718872,0.6522340774536133,0.41718870401382446,0.6506397128105164,0.36727020144462585,0.5983818173408508,0.384356826543808,0.6084040403366089,0.3954125940799713,0.6564699411392212,0.39251723885536194,0.6572970747947693,move
0.4024637043476105,0.7560738325119019,0.4541282653808594,0.7407753467559814,0.49929100275039673,0.6846542954444885,0.49354639649391174,0.6152013540267944,0.46593132615089417,0.5698186159133911,0.4855768084526062,0.5702356696128845,0.49992918968200684,0.47764551639556885,0.5045378804206848,0.4265023469924927,0.5044874548912048,0.3759816288948059,0.4424867033958435,0.5661142468452454,0.4541662335395813,0.5536097288131714,0.4507325291633606,0.6317929625511169,0.4464661478996277,0.6323469281196594,0.405884325504303,0.5759490132331848,0.41572096943855286,0.5744446516036987,0.4205437898635864,0.6449673771858215,0.4182226359844208,0.6418144106864929,0.3684050142765045,0.5927254557609558,0.38096967339515686,0.5988088846206665,0.39170071482658386,0.6472083926200867,0.38945409655570984,0.6496233344078064,move
0.3976364731788635,0.7505014538764954,0.44866296648979187,0.7371349334716797,0.4927763342857361,0.6803155541419983,0.487929105758667,0.6087673306465149,0.46107321977615356,0.5628952383995056,0.4833918511867523,0.5656599998474121,0.49856850504875183,0.474220335483551,0.5027342438697815,0.42292922735214233,0.502040445804596,0.37337759137153625,0.43936583399772644,0.5607908964157104,0.45153090357780457,0.5495796203613281,0.4464234411716461,0.6287192106246948,0.4422552287578583,0.6261652708053589,0.402418315410614,0.5687499046325684,0.41188639402389526,0.5703152418136597,0.41513293981552124,0.6406624913215637,0.41211867332458496,0.6348769068717957,0.364277720451355,0.583447277545929,0.3758769631385803,0.5939247608184814,0.38596367835998535,0.6432793736457825,0.3835885524749756,0.6438894271850586,move
0.392299085855484,0.7468156218528748,0.4427696764469147,0.7349175214767456,0.4863739013671875,0.6791256666183472,0.48244351148605347,0.6074187755584717,0.4559134244918823,0.5616734623908997,0.47808894515037537,0.5652461647987366,0.4945928454399109,0.472095787525177,0.4994370639324188,0.4193534255027771,0.49867942929267883,0.369543194770813,0.43394559621810913,0.5604540705680847,0.4474758207798004,0.5461835265159607,0.4411746859550476,0.6253951191902161,0.4358474910259247,0.6241106986999512,0.39690935611724854,0.5677722096443176,0.4077540636062622,0.5659749507904053,0.41009190678596497,0.6374061703681946,0.40606099367141724,0.6341121792793274,0.35869306325912476,0.581591784954071,0.37114259600639343,0.5892958045005798,0.38141897320747375,0.6391062140464783,0.37903308868408203,0.6412841081619263,move
0.36870530247688293,0.7451863288879395,0.4210187792778015,0.7304458022117615,0.4687235355377197,0.6733590364456177,0.4606660306453705,0.6028820276260376,0.42683887481689453,0.5608358979225159,0.46041667461395264,0.5612630248069763,0.4745759069919586,0.4692351818084717,0.47861582040786743,0.41547757387161255,0.47766292095184326,0.36662083864212036,0.4149126708507538,0.5585581660270691,0.4267869293689728,0.5436720252037048,0.4218613803386688,0.6200574636459351,0.41744178533554077,0.6273078322410583,0.3763682544231415,0.569165825843811,0.38472169637680054,0.5610669255256653,0.3879425525665283,0.6310898065567017,0.3844369351863861,0.6347269415855408,0.3369867205619812,0.5866292715072632,0.34789764881134033,0.5827215313911438,0.35838741064071655,0.6305166482925415,0.3566166162490845,0.6360811591148376,move
